"PAMn"	"VFSCd"
0.632442667788765	0.127708815484957
0.625289290974122	0.132337471070903
0.621502209131075	0.139280454449821
0.63223227435304	0.146433831264465
0.642120765832106	0.153376814643383
0.651167683568273	0.154007994950558
0.658741847254366	0.16768356827267
0.667157584683358	0.178834420366085
0.674100568062276	0.187670944666527
0.679781190826846	0.193982747738271
0.685041026719966	0.200715337681464
0.686303387334315	0.194613928045445
0.68651378077004	0.18956448558805
0.685882600462865	0.185987797180728
0.684620239848517	0.183042289080581
0.683357879234168	0.182621502209131
0.673890174626552	0.183042289080581
0.666947191247633	0.184515043130654
0.662949715968862	0.184094256259205
0.658531453818641	0.190195665895224
0.667578371554807	0.195876288659794
0.67557332211235	0.201136124552914
0.682516305491269	0.206185567010309
0.688407321691563	0.210393435724806
0.693667157584683	0.219440353460972
0.69787502629918	0.225752156532716
0.701030927835051	0.228697664632863
0.702924468756575	0.233326320218809
0.703976435935199	0.222385861561119
0.704818009678098	0.212286976646329
0.704186829370924	0.202819272038713
0.701662108142226	0.199452977067115
0.700189354092152	0.184515043130654
0.686724174205765	0.17294340416579
0.6759941089838	0.164948453608247
0.667999158426257	0.135493372606775
0.65937302756154	0.160319798022302
0.662739322533137	0.179255207237534
0.665895224069009	0.191878813381022
0.668630338733432	0.198401009888491
0.673258994319377	0.21060382916053
0.672627814012203	0.181359141594782
0.673048600883652	0.156953503050705
0.674310961498001	0.137386913528298
0.676625289290974	0.109825373448349
0.679150010519672	0.114033242162845
0.689459288870187	0.116768356827267
0.69703345255628	0.118451504313065
0.702082895013675	0.128971176099306
0.70797391121397	0.116978750262992
0.699347780349253	0.108352619398275
0.691984010098885	0.102671996633705
0.686303387334315	0.100357668840732
0.685882600462865	0.100778455712182
0.677046076162424	0.1077214390911
0.672627814012203	0.116137176520093
0.672627814012203	0.125815274563434
0.665264043761834	0.134441405428151
0.690932042920261	0.157795076793604
0.713444140542815	0.176309699137387
0.732800336629497	0.190195665895224
0.755522827687776	0.202608878602988
0.759520302966547	0.197138649274143
0.763728171681043	0.192089206816747
0.768777614138439	0.187460551230802
0.764780138859667	0.182200715337682
0.780559646539028	0.180307174416158
0.792762465811067	0.177992846623185
0.801388596675784	0.174836945087313
0.806648432568904	0.176309699137387
0.808752366926152	0.164106879865348
0.795287187039764	0.155059962129181
0.785609088996423	0.148958552493162
0.779718072796129	0.136545339785399
0.776982958131706	0.151272880286135
0.789606564275195	0.162213338943825
0.799284662318536	0.169577109194193
0.805806858826005	0.181148748159058
0.81043551441195	0.170418682937092
0.806017252261729	0.160530191458027
0.801388596675784	0.15148327372186
0.796549547654113	0.143488323164317
0.788344203660846	0.136334946349674
0.790448138018094	0.132337471070903
0.78939617083947	0.127919208920682
0.784767515253524	0.122869766463286
0.791710498632443	0.120134651798864
0.762886597938144	0.107511045655376
0.737849779086892	0.0978329476120346
0.716810435514412	0.0911003576688408
0.699768567220703	0.0759520302966549
0.685461813591416	0.0917315379760153
0.684409846412792	0.103723963812329
0.682516305491269	0.111508520934147
0.680201977698296	0.115085209341469
0.678939617083947	0.123290553334736
0.672417420576478	0.0980433410477594
0.666316010940459	0.0786871449610772
0.660845781611614	0.0650115716389649
0.656217126025668	0.0433410477593099
0.651588470439722	0.0561750473385231
0.652430044182621	0.0685882600462867
0.651588470439722	0.0807910793183253
0.649063749211024	0.0925731117189145
0.650746896696823	0.103513570376604
0.634756995581738	0.12476330738481
0.621502209131075	0.140332421628445
0.610982537344835	0.150220913107511
0.598358931201347	0.177782453187461
0.598569324637071	0.145381864085841
0.599200504944246	0.120345045234589
0.600462865558594	0.10288239006943
0.602566799915843	0.092993898590364
0.604670734273091	0.0894172101830423
0.608878602987587	0.11340206185567
0.613296865137808	0.133179044813802
0.617715127288029	0.148958552493162
0.619608668209552	0.162634125815274
0.627182831895645	0.16242373237955
0.633494634967389	0.162213338943825
0.638333683989059	0.162213338943825
0.641910372396381	0.163475699558174
0.644435093625079	0.161792552072375
0.639175257731959	0.160950978329476
0.636440143067536	0.161371765200926
0.636019356196087	0.15716389648643
0.637071323374711	0.166841994529771
0.644435093625079	0.174416158215864
0.652219650746897	0.180096780980434
0.660845781611614	0.188091731537976
0.667999158426257	0.184725436566379
0.682516305491269	0.181148748159058
0.695560698506207	0.177572059751736
0.706921944035346	0.173995371344414
0.715337681464338	0.170629076372817
0.725646959814854	0.163686092993899
0.733641910372396	0.158215863665054
0.738901746265516	0.154428781822007
0.754050073637702	0.150010519671786
0.739322533136966	0.154218388386282
0.728171681043551	0.157584683357879
0.721018304228908	0.159899011150852
0.70797391121397	0.161371765200926
0.719755943614559	0.161371765200926
0.730696402272249	0.160530191458027
0.74079528718704	0.159057437407953
0.751946139280454	0.156532716179255
0.758468335787923	0.153587208079108
0.764990532295392	0.142857142857143
0.771512728802861	0.1357037660425
0.777824531874606	0.11866189774879
0.7837155480749	0.132127077635178
0.792131285503892	0.143277929728593
0.799074268882811	0.152114454029034
0.804544498211656	0.169787502629918
0.8108563012834	0.160740584893751
0.805806858826005	0.155059962129181
0.803702924468757	0.152956027771934
0.804544498211656	0.140332421628445
0.805806858826005	0.161792552072375
0.820113612455291	0.179255207237534
0.832947612034504	0.192720387123922
0.844308857563644	0.209762255417631
0.854407742478435	0.205975173574584
0.861350725857353	0.202398485167263
0.867452135493372	0.199032190195666
0.872922364822217	0.19482432148117
0.876709446665264	0.192509993688197
0.884704397222807	0.189774879023774
0.890174626551652	0.186829370923627
0.892909741216074	0.188091731537976
0.898169577109194	0.179465600673259
0.883231643172733	0.172733010730065
0.872501577950768	0.16768356827267
0.865768988007574	0.155691142436356
0.858405217757206	0.163686092993899
0.87081843046497	0.169366715758468
0.88133810225121	0.17294340416579
0.889964233115927	0.179465600673259
0.89753839680202	0.173153797601515
0.899642331159268	0.167052387965496
0.900904691773617	0.160740584893751
0.901746265516516	0.154639175257732
0.898800757416369	0.148537765621713
0.903429413002314	0.144750683778666
0.904902167052388	0.139490847885546
0.903219019566589	0.133179044813802
0.909741216074058	0.127708815484957
0.883862823479907	0.107931832526825
0.863244266778877	0.0936250788975384
0.847464759099516	0.0843677677256471
0.825373448348411	0.0774247843467284
0.836313907006101	0.0923627182831896
0.844940037870818	0.105196717862403
0.851251840942562	0.115926783084368
0.85377656217126	0.123921733641911
0.857353250578582	0.132758257942352
0.857984430885756	0.138649274142647
0.855459709657059	0.141594782242794
0.850199873763938	0.150641699978961
0.84283610351357	0.133599831685251
0.819272038712392	0.119924258363139
0.800547022932884	0.109825373448349
0.786450662739322	0.0936250788975384
0.774458236903009	0.102251209762256
0.780349253103303	0.109194193141174
0.785398695560699	0.114664422470019
0.789185777403745	0.11866189774879
0.790237744582369	0.120765832106038
0.795287187039764	0.120345045234589
0.797601514832737	0.118872291184515
0.797391121397012	0.116557963391542
0.804544498211656	0.115926783084368
0.787923416789396	0.105196717862403
