"PAMn"	"VFSCi"
0.513536620119692	0.287261328013679
0.514676546024509	0.30350527215731
0.515531490453121	0.319464234824736
0.516671416357937	0.335423197492163
0.517526360786549	0.35138216015959
0.518096323738957	0.367056141350812
0.518666286691365	0.382730122542035
0.520376175548589	0.398119122257053
0.519236249643773	0.417497862638928
0.518666286691365	0.434311769734967
0.518666286691365	0.448845825021374
0.513251638643488	0.46337988030778
0.520946138500997	0.467939583927045
0.526645768025079	0.472499287546309
0.530635508691935	0.477058991165574
0.532915360501568	0.477628954117982
0.534340267882588	0.488173268737532
0.529210601310915	0.496152750071246
0.524365916215446	0.502422342547735
0.519236249643773	0.506412083214591
0.516386434881733	0.508976916500428
0.507267027643203	0.502707324023938
0.499857509261898	0.497577657452266
0.494157879737817	0.493872898261613
0.489883157594756	0.492732972356797
0.48731832430892	0.487888287261328
0.488458250213736	0.4858934169279
0.490168139070961	0.486178398404104
0.491878027928185	0.475064120832146
0.490453120547165	0.494727842690225
0.499857509261898	0.511826731262468
0.506127101738387	0.525505842120262
0.50983186092904	0.53662011969222
0.523510971786834	0.549159304645198
0.506127101738387	0.543174693644913
0.491878027928185	0.539754915930465
0.480478768880023	0.538614990025648
0.472214306070106	0.534055286406384
0.464234824736392	0.545169563978341
0.470789398689085	0.555713878597891
0.476204046736962	0.565688230265033
0.480193787403819	0.574807637503562
0.487603305785124	0.583927044742092
0.482758620689655	0.590481618694785
0.479053861499003	0.596751211171274
0.476489028213166	0.603590766600171
0.475064120832146	0.605870618409803
0.474494157879738	0.618694784838986
0.475634083784554	0.628954117982331
0.477628954117982	0.637218580792249
0.480478768880023	0.643203191792534
0.482758620689655	0.646907950983186
0.490738102023368	0.639213451125677
0.498432601880878	0.634938728982616
0.505557138785979	0.634368766030208
0.510686805357652	0.63522371045882
0.518666286691365	0.654317469364491
0.525505842120262	0.66970646907951
0.530920490168139	0.681960672556284
0.539184952978057	0.694214876033058
0.537190082644628	0.691365061271017
0.535765175263608	0.689655172413793
0.534910230834996	0.688800227985181
0.534625249358792	0.690795098318609
0.5351952123112	0.688800227985181
0.536905101168424	0.689370190937589
0.538614990025648	0.692504987175834
0.540609860359077	0.690510116842405
0.542604730692505	0.711883727557709
0.547449415787974	0.730122542034768
0.550869193502422	0.74437161584497
0.552579082359647	0.764320319179253
0.553434026788259	0.759475634083785
0.548304360216586	0.756055856369336
0.543459675121117	0.754630948988316
0.538899971501853	0.749216300940439
0.536905101168424	0.75776574522656
0.526645768025079	0.765175263607866
0.519521231119977	0.771444856084355
0.515816471929325	0.784838985465945
0.513536620119692	0.780564263322884
0.520376175548589	0.779139355941864
0.528640638358507	0.779994300370476
0.537760045597036	0.759190652607581
0.543459675121117	0.789968652037618
0.563978341407809	0.813337133086349
0.581077229980051	0.829011114277572
0.594471359361642	0.837275577087489
0.60843545169564	0.838415502992305
0.609290396124252	0.822456540324879
0.609575377600456	0.804502707324024
0.609005414648048	0.784554003989741
0.610145340552864	0.76546024508407
0.605870618409803	0.72955257908236
0.602165859219151	0.698204616699915
0.599031062980906	0.67113137646053
0.591051581647193	0.640353377030493
0.594756340837846	0.636363636363636
0.597036192647478	0.630379025363351
0.59789113707609	0.622114562553434
0.597036192647478	0.622684525505842
0.59646622969507	0.59789113707609
0.588771729837561	0.57537760045597
0.58164719293246	0.555428897121687
0.574522656027358	0.53804502707324
0.565973211741237	0.520091194072385
0.56198347107438	0.5141065830721
0.557708748931319	0.507552009119407
0.552579082359647	0.499857509261898
0.54716443431177	0.49928754630949
0.542604730692505	0.480763750356227
0.532915360501568	0.465089769165004
0.524080934739242	0.451695639783414
0.516386434881733	0.44086634368766
0.507836990595611	0.430322029068111
0.503847249928755	0.430607010544315
0.500142490738102	0.430891992020519
0.49643773154745	0.430607010544315
0.493017953833001	0.431176973496723
0.490168139070961	0.429467084639499
0.486748361356512	0.427757195782274
0.483613565118267	0.426332288401254
0.481048731832431	0.42462239954403
0.478198917070391	0.42462239954403
0.47677400968937	0.419492732972357
0.47534910230835	0.416642918210316
0.47392419492733	0.415218010829296
0.472784269022514	0.414363066400684
0.471929324593902	0.418922770019949
0.469934454260473	0.42462239954403
0.468509546879453	0.431461954972927
0.467654602450841	0.438871473354232
0.4648047876888	0.446280991735537
0.470219435736677	0.461669991450556
0.474209176403534	0.474779139355942
0.477058991165574	0.485608435451696
0.483613565118267	0.498717583357082
0.478483898546595	0.495012824166429
0.474494157879738	0.493587916785409
0.471074380165289	0.494442861214021
0.468509546879453	0.491878027928185
0.466514676546024	0.504702194357367
0.466799658022229	0.516386434881733
0.467084639498433	0.527215730977487
0.467654602450841	0.537190082644628
0.467369620974637	0.54573952693075
0.470219435736677	0.555998860074095
0.472784269022514	0.564263322884013
0.474779139355942	0.569962952408094
0.478768880022799	0.577087489313195
0.477058991165574	0.568823026503277
0.475919065260758	0.562838415502992
0.475064120832146	0.559418637788544
0.474779139355942	0.552864063835851
0.474494157879738	0.561128526645768
0.476204046736962	0.569108007979481
0.477628954117982	0.576517526360787
0.479053861499003	0.58307210031348
0.481048731832431	0.589056711313765
0.481618694784839	0.59504132231405
0.482188657737247	0.599886007409519
0.483328583642063	0.604160729552579
0.484753491023084	0.61128526645768
0.486178398404104	0.60843545169564
0.490168139070961	0.607295525790824
0.493302935309205	0.608150470219436
0.496152750071246	0.605300655457395
0.498432601880878	0.616414933029353
0.49928754630949	0.627244229125107
0.499857509261898	0.637218580792249
0.499857509261898	0.646622969506982
0.502992305500143	0.655457395269308
0.498147620404674	0.663151895126817
0.494727842690225	0.670561413508122
0.492447990880593	0.677685950413223
0.491593046451981	0.687090339127957
0.491878027928185	0.687945283556569
0.493872898261613	0.690795098318609
0.496722713023654	0.694784838985466
0.500997435166714	0.689370190937589
0.503847249928755	0.709033912795668
0.514961527500713	0.725277856939299
0.524935879167854	0.738387004844685
0.53377030493018	0.748076375035623
0.540894841835281	0.755200911940724
0.547734397264178	0.752636078654888
0.553434026788259	0.749786263892847
0.557423767455116	0.747221430607011
0.567113137646053	0.744656597321174
0.561128526645768	0.740666856654318
0.556568823026503	0.736677115987461
0.553149045312055	0.733257338273012
0.550869193502422	0.732117412368196
0.548874323168994	0.727557708748931
0.551724137931034	0.724422912510687
0.554573952693075	0.722143060701055
0.557138785978912	0.721573097748646
0.558278711883728	0.721573097748646
0.563123396979196	0.725847819891707
0.566543174693645	0.730122542034768
0.569108007979481	0.73382730122542
0.573097748646338	0.736392134511257
0.569962952408094	0.742376745511542
0.567113137646053	0.746936449130807
0.564263322884013	0.750071245369051
0.561698489598176	0.750926189797663
0.558278711883728	0.751496152750071
0.55913365631234	0.750356226845255
0.558563693359932	0.747221430607011
0.556283841550299	0.742091764035338
0.556568823026503	0.735252208606441
0.544029638073525	0.717298375605586
0.533485323453975	0.703334283271587
0.52465089769165	0.692789968652038
0.509261897976631	0.681105728127672
0.5141065830721	0.690795098318609
0.516671416357937	0.697349672271302
0.516956397834141	0.701339412938159
0.514961527500713	0.70846394984326
0.512966657167284	0.699059561128527
0.497577657452266	0.689940153889997
0.484468509546879	0.68167569108008
0.47392419492733	0.673696209746367
0.461100028498148	0.666571672841265
0.462809917355372	0.658022228555144
0.463949843260188	0.651182673126247
0.465089769165004	0.645483043602166
0.465659732117413	0.636648617839841
0.465944713593616	0.641208321459105
0.465944713593616	0.644058136221146
0.465659732117413	0.645198062125962
0.4648047876888	0.644628099173554
0.464519806212596	0.642633228840126
0.460245084069536	0.634083784554004
0.456540324878883	0.626674266172699
0.453120547164434	0.62040467369621
0.450270732402394	0.613280136791109
0.447420917640354	0.612710173838701
0.446280991735537	0.61128526645768
0.444856084354517	0.609290396124252
0.443146195497293	0.612710173838701
0.442291251068681	0.601595896266743
0.437731547449416	0.592761470504417
0.434026788258763	0.586491878027928
0.431746936449131	0.582787118837276
0.428612140210886	0.581362211456255
0.432601880877743	0.589626674266173
0.436021658592192	0.596181248218866
0.43944143630664	0.601595896266743
0.445711028783129	0.60701054431462
0.444856084354517	0.607295525790824
0.444856084354517	0.60701054431462
0.445996010259333	0.60701054431462
0.447990880592761	0.606155599886008
0.449415787973782	0.605870618409803
0.458820176688515	0.605300655457395
0.466514676546024	0.604445711028783
0.472499287546309	0.603305785123967
0.479908805927615	0.601595896266743
0.477628954117982	0.601310914790539
0.475634083784554	0.599601025933314
0.474494157879738	0.596751211171274
0.472214306070106	0.595611285266458
0.474494157879738	0.581932174408664
0.476489028213166	0.571387859789114
0.478483898546595	0.563408378455401
0.480193787403819	0.552009119407239
0.481618694784839	0.557708748931319
0.483043602165859	0.562838415502992
0.484183528070675	0.567398119122257
0.485038472499288	0.57110287831291
0.486463379880308	0.573667711598746
0.485038472499288	0.577087489313195
0.484183528070675	0.578797378170419
0.483613565118267	0.579367341122827
0.482473639213451	0.580222285551439
0.484183528070675	0.571957822741522
0.485608435451696	0.565118267312625
0.48731832430892	0.559988600740952
0.489028213166144	0.554858934169279
0.490738102023368	0.554573952693075
0.492447990880593	0.555143915645483
0.494442861214021	0.555998860074095
0.496152750071246	0.557708748931319
0.497577657452266	0.559988600740952
