6.427251e-01	4.903626e-01	3.578626e-01
6.651703e-01	5.181276e-01	4.299237e-01
7.000264e-01	5.259293e-01	5.096183e-01
7.309216e-01	4.690225e-01	5.722137e-01
7.623449e-01	3.967416e-01	6.180153e-01
7.956166e-01	3.552088e-01	6.424427e-01
8.259836e-01	3.485544e-01	6.470229e-01
8.397148e-01	4.001836e-01	6.256489e-01
8.420914e-01	4.910509e-01	5.920611e-01
8.571429e-01	5.562184e-01	5.862595e-01
8.972802e-01	5.573658e-01	6.314504e-01
9.403222e-01	5.275356e-01	6.781679e-01
9.759704e-01	4.756769e-01	7.019847e-01
9.986797e-01	4.185406e-01	6.964885e-01
1	3.708123e-01	6.451908e-01
9.897016e-01	3.506196e-01	5.838168e-01
9.807235e-01	4.109683e-01	5.642748e-01
9.675205e-01	4.995411e-01	5.603053e-01
9.353050e-01	5.337311e-01	5.230534e-01
8.853974e-01	4.869206e-01	4.436641e-01
8.513335e-01	4.396512e-01	3.957252e-01
8.584632e-01	4.391923e-01	4.280916e-01
8.769475e-01	4.183112e-01	4.858015e-01
8.875099e-01	3.065626e-01	5.328244e-01
8.798521e-01	1.851767e-01	5.493130e-01
8.323211e-01	1.629188e-01	4.946565e-01
7.657777e-01	1.994034e-01	4.097710e-01
7.148138e-01	2.342818e-01	3.627481e-01
6.794296e-01	2.613584e-01	3.508397e-01
6.443095e-01	2.985314e-01	3.398473e-01
6.020597e-01	3.524553e-01	3.090076e-01
5.592818e-01	3.854979e-01	2.851908e-01
5.096382e-01	3.377696e-01	2.803053e-01
4.729337e-01	2.625057e-01	3.029008e-01
4.795353e-01	2.294631e-01	3.734351e-01
5.336678e-01	2.613584e-01	4.842748e-01
6.097175e-01	3.538320e-01	5.902290e-01
6.947452e-01	4.928866e-01	6.659542e-01
7.684183e-01	5.764112e-01	6.873282e-01
8.154212e-01	5.452042e-01	6.366412e-01
8.484288e-01	4.825608e-01	5.664122e-01
8.724584e-01	4.270307e-01	5.117557e-01
8.822287e-01	4.155576e-01	4.677863e-01
8.661209e-01	5.525470e-01	4.442748e-01
8.368101e-01	7.517210e-01	4.345038e-01
8.180618e-01	8.788435e-01	4.305344e-01
8.156852e-01	8.781551e-01	4.256489e-01
8.051228e-01	7.985314e-01	4.051908e-01
7.713229e-01	6.420376e-01	3.548092e-01
7.285450e-01	4.772832e-01	2.937405e-01
6.910483e-01	4.043139e-01	2.372519e-01
6.543438e-01	3.916934e-01	1.899237e-01
6.078690e-01	3.978889e-01	1.548092e-01
5.444943e-01	3.992657e-01	1.374046e-01
4.953789e-01	3.887104e-01	1.429008e-01
4.890415e-01	3.175769e-01	1.813740e-01
5.165038e-01	2.567692e-01	2.494656e-01
5.772379e-01	3.315741e-01	3.578626e-01
6.551360e-01	5.123910e-01	4.842748e-01
7.068920e-01	5.922441e-01	5.587786e-01
7.171904e-01	5.084901e-01	5.569466e-01
7.182466e-01	3.942175e-01	5.325191e-01
7.290731e-01	3.198715e-01	5.129771e-01
7.335622e-01	2.787976e-01	4.925191e-01
7.129654e-01	3.134465e-01	4.705344e-01
6.815421e-01	3.859569e-01	4.570992e-01
6.604172e-01	4.382744e-01	4.723664e-01
6.606813e-01	4.396512e-01	5.224427e-01
6.643781e-01	4.121156e-01	5.645802e-01
6.651703e-01	3.547499e-01	5.703817e-01
6.590969e-01	3.049564e-01	5.508397e-01
6.392923e-01	3.079394e-01	5.010687e-01
6.097175e-01	3.453419e-01	4.387786e-01
5.698442e-01	4.017898e-01	3.838168e-01
5.265382e-01	4.664984e-01	3.468702e-01
4.980195e-01	5.309775e-01	3.358779e-01
4.977555e-01	5.862781e-01	3.630534e-01
5.233694e-01	6.085360e-01	4.067176e-01
5.822551e-01	5.587425e-01	4.512977e-01
6.453657e-01	4.970170e-01	4.922137e-01
6.738843e-01	5.034419e-01	5.227481e-01
6.836546e-01	5.463515e-01	5.416794e-01
7.000264e-01	5.885727e-01	5.520611e-01
7.190388e-01	6.128958e-01	5.459542e-01
7.269607e-01	5.814594e-01	5.016794e-01
7.224716e-01	4.983938e-01	4.207634e-01
7.256403e-01	4.784305e-01	3.572519e-01
7.494059e-01	5.988986e-01	3.465649e-01
7.747557e-01	6.895365e-01	3.618321e-01
7.900713e-01	6.184029e-01	3.945038e-01
7.903354e-01	5.027536e-01	4.167939e-01
7.618167e-01	4.525011e-01	3.868702e-01
7.187748e-01	4.329968e-01	3.422901e-01
6.807499e-01	4.086737e-01	3.401527e-01
6.485345e-01	3.721891e-01	3.749618e-01
6.131503e-01	3.182653e-01	4.097710e-01
5.685239e-01	2.356586e-01	4.216794e-01
5.394772e-01	1.810464e-01	4.366412e-01
